Saikyou no Shokugyou wa Yuusha demo Kenja demo naku Kanteishi (Kari) rashii desu yo? || Viewed: Chapter 42  
The Demon King's Champion || Viewed: Chapter 63  
Virus Tensei kara Isekai Kansen Monogatari || Viewed: Chapter 18.1  
Reincarnated into an Otome Game? Nah, I'm Too Busy Mastering Magic! || Viewed: Chapter 12  
When I Returned Home, My Family Was Ruined || Viewed: Chapter 78  
Records Of The Mystic Gardens || Viewed: Chapter 74  
“I… Don’T Want To Work Anymore” I Quit Being An Adventurer. Even If You Treat Me Better Now, I Won’T Do It. I Will Never Work Again. || Viewed: Chapter 19  
Otherworldly Magical Daoist Priest || Viewed: Chapter 31  
The Book Eating Magician || Viewed: Chapter 106  
Trapped In A Webnovel As A Good-For-Nothing || Viewed: Chapter 156  
Negative Hero And The Demon Lord Army Leader || Viewed: Chapter 30  
The Time Mage's Strong New Game ～I Returned to the Past to Rewrite It as the World's Strongest || Viewed: Chapter 19  
A Story About Doing XX to Girls From Different Species || Viewed: Chapter 1  
The Blade Of Evolution-Walking Alone In The Dungeon || Viewed: Chapter 21  
Isekai desu ga Mamono Saibai shiteimasu. || Viewed: Chapter 1  
I, The Strongest Demon, Have Regained My Youth?! || Viewed: Chapter 70  
Ore no Kantei Skill ga Cheat Sugite || Viewed: Chapter 4.2  
Reborn As A Monster || Viewed: Chapter 69  
Sen No Sukiru O Motsu Otoko || Viewed: Chapter 65  
Genkai Level 1 Kara No Nariagari: Saijaku Level No Ore Ga Isekai Saikyou Ni Naru Made || Viewed: Chapter 29.2  
Invincible After a Hundred Years of Seclusion || Viewed: Chapter 316  
Teihen Ryoushu No Kanchigai Eiyuutan || Viewed: Chapter 56  
I'll Raise You Well In This Life, Your Majesty! || Viewed: Chapter 87  
Dragon Daddy Diaries: A Girl Grows to Greatness || Viewed: Chapter 19  
A Wimp’s Strategy Guide to Conquer the Tower || Viewed: Chapter 14  
Solo Resurrection || Viewed: Chapter 82  
Scoring the Sacred Body of the Ancients from the Get-go || Viewed: Chapter 138  
I Awoke As A God After Auto Battling For A Million Years || Viewed: Not Found  
My Exclusive Tower Guide || Viewed: Chapter 105  
Absolute Regression || Viewed: Chapter 88  
The Heavenly Demon Can’t Live A Normal Life || Viewed: Not Found  
Solo Spell Caster || Viewed: Not Found  
I Became a Level 999 Demon Queen || Viewed: Not Found  
I Am The Fated Villain || Viewed: Chapter 311  
I’m Really Not The Demon God’s Lackey || Viewed: Chapter 184  
Trait Hoarder || Viewed: Chapter 77  
Invasion Of The Myriad Races: Starting By Taming A Legendary Beast || Viewed: Chapter 66  
The Thousand Faces Actor || Viewed: Chapter 56  
Revenge Of The Sword Clan's Hound || Viewed: Chapter 149  
Boundless Necromancer || Viewed: Chapter 175  
A Hero Who Knows His Stuff || Viewed: Not Found  
The Strongest at Level 0 : Absolute Domination with the Analysis Skill || Viewed: Chapter 26  
I Was More Overpowered Than The Hero, So I Hid My Power! || Viewed: Chapter 107  
The Mad Dog of the Duke’s Estate || Viewed: Chapter 41  
Conquering The Academy With Just A Sashimi Knife. || Viewed: Chapter 65  
Catastrophic Necromancer || Viewed: Chapter 247  
The Sword God from a Ruined World || Viewed: Chapter 48.5  
Don’t Mess with the Senior Brother || Viewed: Not Found  
Tensei Shitara Slime Datta Ken || Viewed: Chapter 138  
All My Alter Egos Are Tycoons || Viewed: Not Found  
Holy Emperor’s Grandson Is A Necromancer || Viewed: Not Found  
A Hero Who Is Good At Everything || Viewed: Chapter 70  
Aiming For Maximal Volume in the Apocalypse || Viewed: Chapter 43  
The Immortal King Wants To Live A Slow Life || Viewed: Chapter 12  
The Lazy and Villainous Aristocrat || Viewed: Not Found  
I Was Immediately Mistaken For A Monster Genius Actor || Viewed: Chapter 85  
Reincarnated Devil's Plan For Raising the Strongest Hero || Viewed: Not Found  
Growing Tired of the Lazy High Elf Life After 120 Years || Viewed: Chapter 46  
The Other World Doesn't Stand A Chance Against The Power Of Instant Death. || Viewed: Chapter 63.1  
A Warrior Exiled By The Hero And His Lover || Viewed: Not Found  
Yamamoto-san Gets Caught Up in a Death Game and Destroys the Game Balance || Viewed: Chapter 6  
Kumo Desu Ga, Nani Ka? || Viewed: Chapter 77.2  
Villainess Level 99 ~I May Be The Hidden Boss But I'm Not The Demon Lord~ || Viewed: Not Found  
Onepunch-Man || Viewed: Chapter 216  
Surviving As A Mage In A Magic Academy || Viewed: Chapter 130  
That Is Needed for a Villainous Aristocrat || Viewed: Chapter 21  
World of Leadale || Viewed: Chapter 38.2  
Trapped in a Crazy World as an Extra || Viewed: Chapter 51  
Youngest Son Of The Namgung Clan || Viewed: Chapter 102  
Jimina Ken Sei Wa Sore Demo Saikyoudesu || Viewed: Chapter 78  
Jaryuu Tensei || Viewed: Chapter 47  
Subscribed To The Transcendental Channels || Viewed: Not Found  
White Necromancer ~Road To Necromancer King~ || Viewed: Chapter 28  
I Became the Genius Bastard of a Noble Dark Clan || Viewed: Not Found  
Long Live The King || Viewed: Chapter 126  
I’m Not the Villain || Viewed: Chapter 50  
Mightiest Melee Magician || Viewed: Not Found  
I'm Not The Overlord! || Viewed: Not Found  
How To Live As A Villain || Viewed: Chapter 199  
Warrior Grandpa And Grandmaster Daughter || Viewed: Not Found  
I Grow Stronger By Eating! || Viewed: Chapter 100  
A Manga World That Gets One Page Once A Year || Viewed: Chapter 7  
Oshi No Ko || Viewed: Chapter 167  
Neta Chara Tensei Toka Anmarida! || Viewed: Chapter 26.1  
The Novel’s Extra || Viewed: Chapter 117  
Honobono Isekai Tensei Days ~Level Counterstop, Item Mochikoshi! Watashi wa Saikyou Youjo Desu~ || Viewed: Not Found  
I Tried To Stop Being The Last Boss ~I Pretended To Be Defeated By The Main Character And Tried To Live Freely~ || Viewed: Chapter 29.4  
Kamigoroshi no Maou Saijyaku Shuzoku ni Tensei shi Shijyou Saikyou ni naru || Viewed: Chapter 16  
How To Survive As A Dragon With Time-Limit || Viewed: Chapter 51  
I Became A Childhood Friend Of A Mid Level Boss || Viewed: Chapter 39  
Abyss Calling || Viewed: Chapter 8  
Her Majesty's Swarm || Viewed: Chapter 42  
The Gamer || Viewed: Chapter 511  
Is it Tough Being a Friend? || Viewed: Chapter 33  
The Last Sage Of The Imperial Sword Academy || Viewed: Chapter 28  
I Have Million Skill Points || Viewed: Chapter 93  
I'm The One And Only God! || Viewed: Chapter 94  
I Am The Sorcerer King || Viewed: Chapter 144.1  
The Return Of The 8Th Class Magician || Viewed: Chapter 81  
Sekai Saikyou No Doryokuka: Sainou Ga (Doryoku) Datta No De Kouritsu Yoku Kikakugai No Doryoku O Shitemiru || Viewed: Chapter 20  
My Entire Class Was Summoned To Another World Except For Me || Viewed: Chapter 31.1  
The Demon Prince Goes To The Academy || Viewed: Chapter 80  
Rebirth, I Am The King Of Entertainment || Viewed: Chapter 56  
Rettou Gan No Tensei Majutsushi ~ Shiitage Rareta Saikyou No Minashigo Ga Isekai De Musou Suru || Viewed: Chapter 31  
Damn Reincarnation || Viewed: Chapter 81  
Auto Hunting || Viewed: Chapter 92  
I'm Not A Villainess!! Just Because I Can Control Darkness Doesn't Mean I'm A Bad Person! || Viewed: Chapter 13  
Yakusai no Moushigo to Seijo no Meikyuu || Viewed: Chapter 14  
Sozoshu nano de Motto Yasashikute Kudasai! || Viewed: Chapter 7  
Shijou Saikyou No Daimaou, Murabito A Ni Tensei Suru || Viewed: Chapter 35  
A Story About a Yakuza and a Detective With a Stern Face || Viewed: Chapter 29.2  
Reverse Villain || Viewed: Chapter 110  
Urban: I Have a New Identity Weekly || Viewed: Chapter 123  
Chou onna kirai na ore ga isekai no joshi-ko ni ryugaku suru koto ni natta - serialization || Viewed: Chapter 17  
Starting a business in another world!? ~Former corporate slave change jobs and advances in a different world! Building a labyrinth that is impenetrable by the Hero~ || Viewed: Chapter 15  
Anti-Gods Dragon System || Viewed: Chapter 91  
Poison-Eating Healer || Viewed: Chapter 50  
Unparalleled Path ~ Reincarnated as the AI for a Space Battleship ~ || Viewed: Chapter 15  
Hagure Seirei Ino Shinsatsu Kiroku ~ Seijo Kishi-dan to Iyashi no Kamiwaza ~ || Viewed: Chapter 14  
Gekokujyo Program by a Child Prodigy Sefiria || Viewed: Chapter 35.2  
Queen's Academy || Viewed: Chapter 19  
Daily Life Of A Certain Married Couple || Viewed: Chapter 50  
Everyone Else Is A Returnee || Viewed: Chapter 46  
Opened The || Viewed: Chapter 8  
The Strongest Golden Kidney System || Viewed: Chapter 113  
Eiyuu No Musume To Shite Umarekawatta Eiyuu Wa Futatabi Eiyuu O Mezasu || Viewed: Chapter 24.5  
I Work As A Healer In Another World's Labyrinth City || Viewed: Chapter 25  
Choroidesuyo Onigoroshi-san! || Viewed: Chapter 16.2  
Isekai Saikyou no Daimaou, Tensei Shi Boukensha ni Naru || Viewed: Chapter 17  
Wu Fist || Viewed: Chapter 26  
Future Break Point || Viewed: Chapter 93  
Heroic Chronicles Of The Three Continents || Viewed: Chapter 19.2  
I Woke Up 20 Years Later! || Viewed: Chapter 62  
Dream Life: Yume no Isekai Seikatsu || Viewed: Chapter 6.2  
I'm Going To Steal Again Today || Viewed: Chapter 59  
Yuusha Shoutai Kamoku Yuusha Wa Nagisa Renai || Viewed: Chapter 40  
I Was Born As The Demon Lord's Daughter || Viewed: Chapter 154  
Eldias Lord: Megami ni Moratta Zettai Shinanai Kyuukyoku Skill de Nanatsu no Dungeon o Kouryaku Suru || Viewed: Chapter 49  
Powerful Juvenile King || Viewed: Chapter 63  
I Was Summoned By The Demon Lord, But I Can't Understand Her Language || Viewed: Chapter 31  
Binding with Monkey King || Viewed: Chapter 7  
The Villainess Will Crush Her Destruction End Through Modern Firepower || Viewed: Chapter 67  
Tricks Dedicated to Witches || Viewed: Chapter 31  
I Won't Become A Villainess. I'm Just A || Viewed: Chapter 8.1  
My Master Is A Deity || Viewed: Chapter 82  
I Was Born As The Seventh Prince, What Should I Do? || Viewed: Chapter 32  
Dr. Player || Viewed: Chapter 65  
Kemokko Dobutsuen! || Viewed: Chapter 26.5  
Saikyou no Kyuuketsuhime wa Imouto ga Hoshii!! || Viewed: Chapter 12.5  
Samayoeru Tensei-sha-tachi no Revival Game || Viewed: Chapter 26  
Yankee Wa Isekai De Seirei Ni Aisaremasu. || Viewed: Chapter 42  
My Wife Is A Demon Queen || Viewed: Chapter 460  
Is This Hero For Real? || Viewed: Chapter 101  
Become Villain In The Game Cultivation || Viewed: Chapter 183  
Control Player || Viewed: Chapter 34  
The Book Of Lagier || Viewed: Chapter 82  
Arafoo Shachiku no Golem Master || Viewed: Chapter 21  
Jishou! Heibon Mazoku No Eiyuu Life: B-Kyuu Mazoku Nano Ni Cheat Dungeon Wo Tsukutteshimatta Kekka || Viewed: Chapter 35  
Zhege Fanpai Youdian Liangxin, Danshi Bu Duo! || Viewed: Chapter 260  
Saikyou no Shuzoku ga Ningen Datta Ken || Viewed: Chapter 63  
A Breakthrough Brought By Forbidden Master And Disciple || Viewed: Chapter 18  
Makai Kaeri No Rettou Nouryokusha || Viewed: Chapter 10  
I Was Invited To Join The Country As An Otherworldly Warrior, But I Refused And Decided To Start As A Soldier || Viewed: Chapter 12  
As The Richest Man, I Don’T Want To Be Reborn || Viewed: Chapter 16  
Exterminator || Viewed: Chapter 25  
Tensei Shitara Heishi Datta?! - Akai Shinigami to Yobareta Otoko || Viewed: Chapter 10.2  
Heart-Warming Meals with Mother Fenrir || Viewed: Chapter 17  
Lifestyle magic is not worthless skill || Viewed: Chapter 11  
On The Way Home, I Got A Bride And Twin Daughters, But They Were Dragons || Viewed: Chapter 11  
I Pretended To Be An NPC In Cultivation World || Viewed: Chapter 26.5  
Rebirth Of The Urban Mad Immortal || Viewed: Chapter 60  
The Reincarnated 「Sword Saint」 Wants To Take It Easy || Viewed: Chapter 20  
A Story About an Old Man Teaches Bad Things to a School Girl || Viewed: Chapter 27.2  
The Doctor's Supremacy || Viewed: Chapter 30  
Akachan Ryuu no Osewagakari ni Ninmei Saremashita || Viewed: Chapter 14  
Maou-Sama Retry || Viewed: Chapter 25  
Legend Of Spirit Blade || Viewed: Chapter 45  
The Banished Sage Who Escaped His Childhood Friend || Viewed: Chapter 37  
Nidoume No Jinsei Wo Isekai De || Viewed: Chapter 49.3  
Monsters Can't Clean || Viewed: Chapter 25  
Hazure Akamadoushi ha Kenjyatime ni Musou suru || Viewed: Chapter 25  
Ore to Kawazu-san no Isekai Hourouki || Viewed: Chapter 40  
Peerless Saint Emperor || Viewed: Chapter 19  
For My Daughter, I Might Even Be Able To Defeat The Demon King || Viewed: Chapter 33.5  
Tensei Ouji wa Daraketai || Viewed: Chapter 26  
Number Girl || Viewed: Chapter 50  
My New Wife Is Forcing Herself to Smile || Viewed: Chapter 74  
Ihoujin, Dungeon ni Moguru || Viewed: Chapter 12  
Level Up Just By Eating || Viewed: Chapter 25.3  
Fff-Class Trashero || Viewed: Chapter 172  
Ryuu Kusari no Ori -Kokoro no Uchi no "Kokoro"- || Viewed: Chapter 20  
The Strongest Manager In History || Viewed: Chapter 48  
The Most Heretical Last Boss Queen Who Will Become The Source Of Tragedy Will Devote Herself For The Sake Of The People || Viewed: Chapter 18.5  
Hirasaka Hinako ga Ero Kawaii koto wo Ore dake ga Shitteiru || Viewed: Chapter 44.5  
Uq Holder! || Viewed: Chapter 192  
My Three Thousand Years To The Sky || Viewed: Chapter 376  
The World's Strongest Fighter Who Tried Too Hard Living A Leisure Life In A World Of Magic || Viewed: Chapter 30  
Great Dragon Can be Defeated With Bare Hands, But Isn't This a Common Sense? || Viewed: Chapter 12.1  
I Began A New Game || Viewed: Chapter 3  
Transition to Another World, Landmines Included || Viewed: Chapter 4.2  
Slave Of Black Knight || Viewed: Chapter 13  
Warrior High School – Dungeon Raid Department || Viewed: Chapter 45  
I became Invincible after Descending || Viewed: Chapter 46  
I Took Over The Demonic Ancestor || Viewed: Chapter 48  
I, Who Possessed a Trash Skill 【Thermal Operator】, Became Unrivaled. || Viewed: Chapter 20  
The Mythical Realm || Viewed: Chapter 207.5  
Alcohol Is For Married Couples || Viewed: Chapter 132  
